! Original: https://adguardteam.github.io/HostlistsRegistry/assets/filter_47.txt
! Version: 1.0.29.30
! Last modified: 2026-06-21T09:38:02.991Z
! Transformed by: https://github.com/IgorKha/mikrotik-adlist
0.0.0.0 borgataonline.com.cdn.cloudflare.net
0.0.0.0 bwin.com.cdn.cloudflare.net
0.0.0.0 foxybingo.com.cdn.cloudflare.net
0.0.0.0 galabingo.com.cdn.cloudflare.net
0.0.0.0 galacasino.com.cdn.cloudflare.net
0.0.0.0 itsfogo.com.cdn.cloudflare.net
0.0.0.0 ladbrokes.com.cdn.cloudflare.net
0.0.0.0 partycasino.com.cdn.cloudflare.net
0.0.0.0 partypoker.com.cdn.cloudflare.net
0.0.0.0 sportingbet.com.cdn.cloudflare.net
0.0.0.0 vistabet.gr.cdn.cloudflare.net
0.0.0.0 eurobet.it.cdn.cloudflare.net
0.0.0.0 giocodigitale.it.cdn.cloudflare.net
0.0.0.0 coral.co.uk.cdn.cloudflare.net
0.0.0.0 d105xpbtjj9cjp.cloudfront.net
0.0.0.0 d108smmetpla23.cloudfront.net
0.0.0.0 d11dm6tasib5wm.cloudfront.net
0.0.0.0 d125642cccr0s0.cloudfront.net
0.0.0.0 d13tbeelorafqd.cloudfront.net
0.0.0.0 d1488y2g3dpdqp.cloudfront.net
0.0.0.0 d152bo9ijx14az.cloudfront.net
0.0.0.0 d1a6yrn6z15t3c.cloudfront.net
0.0.0.0 d1awwavt12j49o.cloudfront.net
0.0.0.0 d1bqgnvzyt41cq.cloudfront.net
0.0.0.0 d1cdto3mgyx83.cloudfront.net
0.0.0.0 d1dy7nnw3ulvxx.cloudfront.net
0.0.0.0 d1hd14gcvzd9ty.cloudfront.net
0.0.0.0 d1hrntjl3nif0z.cloudfront.net
0.0.0.0 d1i1wfn7hj3mva.cloudfront.net
0.0.0.0 d1iw2qpzbah04l.cloudfront.net
0.0.0.0 d1ix4rjhzljca7.cloudfront.net
0.0.0.0 d1k3u1af1lt7sn.cloudfront.net
0.0.0.0 d1mrzuloy8w3vm.cloudfront.net
0.0.0.0 d1nkd6crgkwmcr.cloudfront.net
0.0.0.0 d1oswt588q40tj.cloudfront.net
0.0.0.0 d1pg7jl7t9qic2.cloudfront.net
0.0.0.0 d1rjdtga24patt.cloudfront.net
0.0.0.0 d1sjladg4elc68.cloudfront.net
0.0.0.0 d1ufwlfds03jlb.cloudfront.net
0.0.0.0 d1umogi7s60t0w.cloudfront.net
0.0.0.0 d1uxybn5i29plm.cloudfront.net
0.0.0.0 d1va2p0x3p1bz3.cloudfront.net
0.0.0.0 d1wci9272emoq3.cloudfront.net
0.0.0.0 d1xp2eanbon1c4.cloudfront.net
0.0.0.0 d1y9e631pgvm4b.cloudfront.net
0.0.0.0 d1zbcm2p36ng4j.cloudfront.net
0.0.0.0 d21fw1vug3zabl.cloudfront.net
0.0.0.0 d23cr4nd2ome1u.cloudfront.net
0.0.0.0 d2446a5hlvdk53.cloudfront.net
0.0.0.0 d24w462o3vaurp.cloudfront.net
0.0.0.0 d25f02x3qzyg8w.cloudfront.net
0.0.0.0 d25ibj6ngi6luz.cloudfront.net
0.0.0.0 d25qbzet0u6k1m.cloudfront.net
0.0.0.0 d25zlc7jdpudkm.cloudfront.net
0.0.0.0 d289q60v6yzql.cloudfront.net
0.0.0.0 d292swwe9zki3u.cloudfront.net
0.0.0.0 d29my8eu7x251e.cloudfront.net
0.0.0.0 d29pnrmsim08sk.cloudfront.net
0.0.0.0 d2a2fng9x2iuzp.cloudfront.net
0.0.0.0 d2ajue4o5x1lc3.cloudfront.net
0.0.0.0 d2arpezsd2vvgr.cloudfront.net
0.0.0.0 d2blwmrecrs2z3.cloudfront.net
0.0.0.0 d2cur0su79z2kh.cloudfront.net
0.0.0.0 d2dv9k4ywynkez.cloudfront.net
0.0.0.0 d2e42t6vpnctkp.cloudfront.net
0.0.0.0 d2flilq7zw4on3.cloudfront.net
0.0.0.0 d2gkeucgzcvnk3.cloudfront.net
0.0.0.0 d2hl3uw1vv1erc.cloudfront.net
0.0.0.0 d2jvokyu2sg5e1.cloudfront.net
0.0.0.0 d2k67ue712gq9g.cloudfront.net
0.0.0.0 d2lpi80m20pv1m.cloudfront.net
0.0.0.0 d2o2kqaqzhv7qv.cloudfront.net
0.0.0.0 d2of07cee5xzs2.cloudfront.net
0.0.0.0 d2ppl2ojponou3.cloudfront.net
0.0.0.0 d2r83yh8glrsf9.cloudfront.net
0.0.0.0 d2s9yszmwztba5.cloudfront.net
0.0.0.0 d2u02fwhj4jdjy.cloudfront.net
0.0.0.0 d2ur64jw3aui6e.cloudfront.net
0.0.0.0 d2vudvnq040sq3.cloudfront.net
0.0.0.0 d2w60m2ybwyp1j.cloudfront.net
0.0.0.0 d2wa7qg2agd5w3.cloudfront.net
0.0.0.0 d2wt9hhbqvq5zf.cloudfront.net
0.0.0.0 d2xnezmk1sr24c.cloudfront.net
0.0.0.0 d2z87decg1ip89.cloudfront.net
0.0.0.0 d33n2liusggxgp.cloudfront.net
0.0.0.0 d34pt95zp79el8.cloudfront.net
0.0.0.0 d3adiwallcl9na.cloudfront.net
0.0.0.0 d3chj4lcm835e5.cloudfront.net
0.0.0.0 d3gy5g1a5zrhjg.cloudfront.net
0.0.0.0 d3hpaxw982gwj9.cloudfront.net
0.0.0.0 d3idcwhyz4dmjv.cloudfront.net
0.0.0.0 d3jymco6tjddlv.cloudfront.net
0.0.0.0 d3k7mcojta9rwu.cloudfront.net
0.0.0.0 d3nqvbyozkc0ri.cloudfront.net
0.0.0.0 d3p2bcu6rn852d.cloudfront.net
0.0.0.0 d3rs9pcmroylj4.cloudfront.net
0.0.0.0 d3rv2u8eer1b5r.cloudfront.net
0.0.0.0 d3t6w99wz09zbe.cloudfront.net
0.0.0.0 d3ukei68mlnh5o.cloudfront.net
0.0.0.0 d3uxw54n9akjmq.cloudfront.net
0.0.0.0 d3vcafxo56vf35.cloudfront.net
0.0.0.0 d4jq26ije93c7.cloudfront.net
0.0.0.0 d4p9al6k1qk8w.cloudfront.net
0.0.0.0 d4xw2jkzk2oll.cloudfront.net
0.0.0.0 d5deq0juvlmm9.cloudfront.net
0.0.0.0 d5z8o2549hdn4.cloudfront.net
0.0.0.0 d67zbzdk31r8h.cloudfront.net
0.0.0.0 d7c7qvsp7tr68.cloudfront.net
0.0.0.0 d8ljf7v4o4r3r.cloudfront.net
0.0.0.0 dbb7b81tozwbs.cloudfront.net
0.0.0.0 dblyli4omefb0.cloudfront.net
0.0.0.0 dc2qekupfh6m1.cloudfront.net
0.0.0.0 ddfkx8ci7kimg.cloudfront.net
0.0.0.0 deoct7xngj20p.cloudfront.net
0.0.0.0 dfrv5adev0nhy.cloudfront.net
0.0.0.0 dh7k3sm5j9eht.cloudfront.net
0.0.0.0 djv7twtlgi4ia.cloudfront.net
0.0.0.0 dk8rd73vean91.cloudfront.net
0.0.0.0 dktadcblllkde.cloudfront.net
0.0.0.0 dlmxz0etq5yy6.cloudfront.net
0.0.0.0 dlxnacwtebh4j.cloudfront.net
0.0.0.0 dprxuw56zq47d.cloudfront.net
0.0.0.0 dv3fg10513373.cloudfront.net
0.0.0.0 dvl7l5yz4vlmt.cloudfront.net
0.0.0.0 dvn4dqkfs6d9z.cloudfront.net
0.0.0.0 dw190jh6kvamx.cloudfront.net
0.0.0.0 dweh63ez8ihfv.cloudfront.net
0.0.0.0 dwmytyhgg6hml.cloudfront.net
0.0.0.0 dww5b3htu3vli.cloudfront.net
0.0.0.0 dymbrefnhhmcg.cloudfront.net
0.0.0.0 dyqjew7mzcipq.cloudfront.net
0.0.0.0 dyv0zqkai707a.cloudfront.net
0.0.0.0 6686.pfw.aczedpcfj.cloudland3.com
0.0.0.0 down.clubelouco.com
0.0.0.0 6448.cn.com
0.0.0.0 cryptocasinosfrancais.cn.com
0.0.0.0 grandbetting.cn.com
0.0.0.0 janssen.cn.com
0.0.0.0 slots-gallery.cn.com
0.0.0.0 ufabets1.cn.com
0.0.0.0 go.cnoin.io
0.0.0.0 betway.baidu.co.cz
0.0.0.0 www.cat-adoptions.changeforthebetter.co.za
0.0.0.0 join.goldrush.co.za
0.0.0.0 fun.jackpotcity.co.za
0.0.0.0 keiba.rakuten.co.jp
0.0.0.0 m.wsbetting.co.ls
0.0.0.0 1001-onlinecasino.co.uk
0.0.0.0 10bestcasino.co.uk
0.0.0.0 10bet.co.uk
0.0.0.0 10bet.co.za
0.0.0.0 10newcasinositesuk.co.uk
0.0.0.0 188bet.co.uk
0.0.0.0 1bet.co.com
0.0.0.0 1casinogroup.co.uk
0.0.0.0 1onlinecasinonz.co.nz
0.0.0.0 1win.co.ci
0.0.0.0 1winbet.co.za
0.0.0.0 1wins-bet.co.za
0.0.0.0 1x-casino.co.nl
0.0.0.0 1xbet.co.ao
0.0.0.0 1xbet.co.ke
0.0.0.0 1xbet.co.ls
0.0.0.0 1xbet.co.mu
0.0.0.0 1xbet.co.mw
0.0.0.0 1xbet.co.mz
0.0.0.0 1xbet.co.na
0.0.0.0 1xbet.co.nz
0.0.0.0 1xbet.co.rw
0.0.0.0 1xbet.co.ua
0.0.0.0 1xbet.co.zm
0.0.0.0 1xbet.co.zw
0.0.0.0 1xbet-kenya.co.ke
0.0.0.0 1xbetapk.co.mz
0.0.0.0 1xcasino.co.nl
0.0.0.0 200casinobonus.co.nl
0.0.0.0 20betcasinos.co.uk
0.0.0.0 21.co.uk
0.0.0.0 21bitcasino.co.nl
0.0.0.0 22bet.co.com
0.0.0.0 22bet.co.cz
0.0.0.0 22bet.co.ke
0.0.0.0 24-casino.co.uk
0.0.0.0 32red.co.uk
0.0.0.0 358casino.co.bz
0.0.0.0 365bet.co.il
0.0.0.0 3best-casino.co.uk
0.0.0.0 5bestcasinosites.co.uk
0.0.0.0 5casino-list.co.uk
0.0.0.0 5casinos.co.uk
0.0.0.0 5dollardepositcasino.co.nz
0.0.0.0 5gringoscasino.co.com
0.0.0.0 5list-casino.co.uk
0.0.0.0 6686sports.co.uk
0.0.0.0 7bet.co.uk
0.0.0.0 7daysperformance.co.uk
0.0.0.0 7gearcasino.co.uk
0.0.0.0 7goldcasino.co.nl
0.0.0.0 7redcasino.co.nl
0.0.0.0 7redcasino.co.no
0.0.0.0 888-casino.co.uk
0.0.0.0 888bet.co.zm
0.0.0.0 888bets.co.mz
0.0.0.0 8xbet.co.uk
0.0.0.0 8xbetsport.co.com
0.0.0.0 abcbingo.co.uk
0.0.0.0 aboutcasino.co.uk
0.0.0.0 aceonlinecasino.co.uk
0.0.0.0 admiralcasino.co.uk
0.0.0.0 admiralcasino.co.za
0.0.0.0 adrenalinecasino.co.nl
0.0.0.0 africabet.co.zw
0.0.0.0 africacasino.co.za
0.0.0.0 africacasinos.co.za
0.0.0.0 africasino.co.za
0.0.0.0 albion-casino.co.uk
0.0.0.0 allcasinobonuses.co.uk
0.0.0.0 allergydorset.co.uk
0.0.0.0 alljackpotscasino.co.nz
0.0.0.0 allrightcasino.co.com
0.0.0.0 allrightcasino.co.nl
0.0.0.0 allturkey.co.uk
0.0.0.0 allwyn.co.uk
0.0.0.0 alo789vn.co.com
0.0.0.0 altiss.co.uk
0.0.0.0 appcasino.co.uk
0.0.0.0 apricot.co.im
0.0.0.0 ardentecasino.co.nl
0.0.0.0 aupairagency.co.za
0.0.0.0 aureon-casino.co.nl
0.0.0.0 aureoncasino.co.nl
0.0.0.0 aussieplaycasino.co.uk
0.0.0.0 australia-best-online-casinos.co.com
0.0.0.0 b7casinonl.co.nl
0.0.0.0 balkanbet.co.rs
0.0.0.0 ballycasino.co.uk
0.0.0.0 bananabingo.co.uk
0.0.0.0 bangbet.co.ke
0.0.0.0 bangcasino.co.ke
0.0.0.0 bantubet.co.ke
0.0.0.0 baocasino.co.nl
0.0.0.0 barnhamhealthandbeauty.co.uk
0.0.0.0 bass-wincasino-uk.co.uk
0.0.0.0 bass-wincasinouk.co.uk
0.0.0.0 basswin-casino1.co.uk
0.0.0.0 basswincasinosite.co.uk
0.0.0.0 basswinscasinos.co.uk
0.0.0.0 bcasino.co.uk
0.0.0.0 bccasino.co.nl
0.0.0.0 beemcasino.co.nz
0.0.0.0 bellagio.co.in
0.0.0.0 bespokerose.co.uk
0.0.0.0 best-casino-bonuses.co.uk
0.0.0.0 best-casino-sites-online.co.uk
0.0.0.0 best-online-casino-nz.co.nz
0.0.0.0 best-onlinecasino.co.nz
0.0.0.0 best-onlinecasino-nz.co.nz
0.0.0.0 bestcasinodeals.co.uk
0.0.0.0 bestcasinosbonus.co.uk
0.0.0.0 bestcasinosonline.co.ke
0.0.0.0 bestdepositbonuscasino.co.uk
